Transaction ID,Order ID,Date,
FIT58169,58169,15/06/2017 18:45:19,
FIT58158,58158,15/06/2017 18:15:23,
MFIT58155,58155,15/06/2017 18:05:02,
FIT58153,58153,15/06/2017 18:04:14,
FIT57913,57913,15/06/2017 17:27:51,
FIT58141,58141,15/06/2017 17:04:09,
FIT58139,58139,15/06/2017 17:01:07,
FIT58140,58140,15/06/2017 17:00:25,
MFIT58137,58137,15/06/2017 16:44:00,
FIT58122,58122,15/06/2017 15:05:02,
FIT58121,58121,15/06/2017 15:04:45,
MFIT58107,58107,15/06/2017 14:00:05,
FIT58106,58106,15/06/2017 13:52:53,
FIT58098,58098,15/06/2017 13:26:09,
FIT58094,58094,15/06/2017 12:57:41,
FIT57430,57430,15/06/2017 12:52:06,
FIT58078,58078,15/06/2017 11:53:14,
FIT58083,58083,15/06/2017 11:33:19,
FIT58059,58059,15/06/2017 01:54:05,
FIT58054,58054,14/06/2017 23:07:33,
MFIT58052,58052,14/06/2017 22:54:19,
Fit57949,57949,14/06/2017 22:28:39,
FIT58048,58048,14/06/2017 21:12:09,
FIT57979,57979,14/06/2017 21:11:26,
FIT58047,58047,14/06/2017 21:00:43,
FIT58044,58044,14/06/2017 20:25:32,
FIT58032,58032,14/06/2017 18:48:03,
FIT58026,58026,14/06/2017 18:20:54,
FIT58022,58022,14/06/2017 17:59:26,
1718061403,1718061403,14/06/2017 17:40:11,
FIT58014,58014,14/06/2017 17:04:04,
FIT57922,57922,14/06/2017 16:45:53,
FIT57993,57993,14/06/2017 16:43:48,
FIT58005,58005,14/06/2017 16:33:38,
FIT57991,57991,14/06/2017 16:17:19,
FIT57923,57923,14/06/2017 15:52:55,
FIT57992,57992,14/06/2017 15:42:20,
MFIT57989,57989,14/06/2017 14:31:19,
FIT57982,57982,14/06/2017 13:31:51,
MFIT57977,57977,14/06/2017 12:46:45,
MFIT57968,57968,14/06/2017 11:32:56,
FIT57966,57966,14/06/2017 11:25:21,
FIT57961,57961,14/06/2017 10:39:45,
MFIT57948,57948,14/06/2017 00:02:55,
MFIT57947,57947,13/06/2017 23:48:21,
FIT57529,57529,13/06/2017 23:47:46,
MFIT57945,57945,13/06/2017 23:26:18,
MFIT57943,57943,13/06/2017 23:20:39,
FIT57940,57940,13/06/2017 22:45:16,
FIT57939,57939,13/06/2017 22:32:20,
MFIT57936,57936,13/06/2017 21:38:33,
FIT57935,57935,13/06/2017 21:03:17,
FIT57933,57933,13/06/2017 20:59:46,
FIT57927,57927,13/06/2017 20:46:24,
MFIT57929,57929,13/06/2017 20:45:16,
FIT57926,57926,13/06/2017 20:32:43,
MFIT57916,57916,13/06/2017 19:36:13,
MFIT57914,57914,13/06/2017 19:26:34,
MFIT57900,57900,13/06/2017 17:52:24,
MFIT57897,57897,13/06/2017 17:28:31,
MFIT57889-R1,57889,13/06/2017 16:52:38,
FIT57885,57885,13/06/2017 16:37:32,
FIT57881,57881,13/06/2017 15:46:35,
FIT57876,57876,13/06/2017 15:27:36,
FIT57878,57878,13/06/2017 15:27:27,
MFIT57873,57873,13/06/2017 15:08:15,
FIT57745,57745,13/06/2017 14:30:45,
MFIT57864,57864,13/06/2017 14:19:15,
FIT57858,57858,13/06/2017 13:21:26,
FIT57854,57854,13/06/2017 12:50:50,
FIT57850,57850,13/06/2017 12:30:47,
FIT57849,57849,13/06/2017 12:28:40,
MFIT57847,57847,13/06/2017 12:09:23,
FIT57842,57842,13/06/2017 11:28:14,
FIT57838,57838,13/06/2017 11:07:58,
FIT57836,57836,13/06/2017 11:01:43,
MFIT57823,57823,13/06/2017 09:07:20,
MFIT57822,57822,13/06/2017 08:44:51,
MFIT57817,57817,13/06/2017 03:59:58,
FIT57797,57797,12/06/2017 23:11:23,
FIT57795,57795,12/06/2017 22:52:33,
FIT57791,57791,12/06/2017 22:28:58,
FIT57789,57789,12/06/2017 22:17:28,
MFIT57787,57787,12/06/2017 22:15:30,
MFIT57785,57785,12/06/2017 22:08:07,
FIT57783,57783,12/06/2017 21:59:10,
FIT57772,57772,12/06/2017 21:05:44,
FIT57769,57769,12/06/2017 20:59:23,
MFIT57768,57768,12/06/2017 20:59:15,
MFIT57761,57761,12/06/2017 20:51:42,
FIT57758,57758,12/06/2017 20:38:34,
MFIT57757,57757,12/06/2017 20:35:54,
MFIT57755,57755,12/06/2017 20:32:26,
FIT57750,57750,12/06/2017 20:29:48,
FIT57725,57725,12/06/2017 19:19:16,
MFIT57739,57739,12/06/2017 18:49:11,
MFIT57738,57738,12/06/2017 18:46:55,
FIT57732,57732,12/06/2017 18:01:50,
FIT57729,57729,12/06/2017 17:55:44,
FIT57718,57718,12/06/2017 16:21:33,
FIT57710,57710,12/06/2017 15:26:17,
MFIT57708,57708,12/06/2017 15:20:20,
MFIT57696,57696,12/06/2017 13:43:03,
1718061002,1718061002,12/06/2017 13:33:59,
MFIT57691,57691,12/06/2017 13:22:20,
FIT57687,57687,12/06/2017 12:30:19,
FIT57684,57684,12/06/2017 12:21:26,
FIT57668,57668,12/06/2017 11:54:23,
FIT57296,57296,12/06/2017 11:44:50,
FIT57672,57672,12/06/2017 11:06:24,Visa Debit Cards (All Banks)
FIT57665,57665,12/06/2017 09:45:53,
FIT57657,57657,12/06/2017 06:24:13,
MFIT57654,57654,12/06/2017 02:15:50,
FIT57651,57651,11/06/2017 23:41:40,
FIT57301,57301,11/06/2017 22:45:47,
MFIT57643,57643,11/06/2017 21:36:43,
FIT57642,57642,11/06/2017 21:35:37,
MFIT57639,57639,11/06/2017 20:40:24,
MFIT57637,57637,11/06/2017 20:21:22,
MFIT57636,57636,11/06/2017 20:15:46,
MFIT57634,57634,11/06/2017 20:08:00,
FIT57633,57633,11/06/2017 19:55:58,
FIT57631,57631,11/06/2017 19:45:44,
FIT57619,57619,11/06/2017 17:26:18,
MFIT57615,57615,11/06/2017 16:36:23,
FIT57609,57609,11/06/2017 15:29:24,
FIT57603,57603,11/06/2017 13:00:06,
FIT57599,57599,11/06/2017 11:55:00,
FIT57596,57596,11/06/2017 11:26:57,
MFIT57592,57592,11/06/2017 09:51:35,
FIT57586,57586,11/06/2017 09:17:59,
FIT57585,57585,11/06/2017 09:13:56,
MFIT57584-R1,57584,11/06/2017 08:44:44,
FIT57583,57583,11/06/2017 08:42:27,
FIT57578,57578,11/06/2017 02:05:22,
MFIT57570,57570,10/06/2017 23:06:20,
MFIT57569,57569,10/06/2017 22:59:35,
MFIT57567,57567,10/06/2017 22:28:29,
FIT57564,57564,10/06/2017 21:37:46,
FIT57561,57561,10/06/2017 20:29:34,
FIT57559,57559,10/06/2017 20:26:01,
FIT57558,57558,10/06/2017 20:09:57,
FIT57555,57555,10/06/2017 19:12:04,
FIT57554,57554,10/06/2017 18:19:34,
FIT57551,57551,10/06/2017 18:14:41,
FIT57550,57550,10/06/2017 18:04:29,
MFIT57549,57549,10/06/2017 17:48:30,
FIT56993,56993,10/06/2017 16:50:48,
1718061003,1718061003,10/06/2017 16:06:51,
MFIT57521,57521,10/06/2017 14:43:40,
1718061001,1718061001,10/06/2017 14:15:57,
FIT57515,57515,10/06/2017 13:51:03,
FIT57513,57513,10/06/2017 13:32:26,
MFIT57510,57510,10/06/2017 12:55:53,
FIT57507,57507,10/06/2017 12:16:20,
FIT57504,57504,10/06/2017 12:12:52,
FIT57502,57502,10/06/2017 11:57:31,
FIT57500,57500,10/06/2017 11:48:23,
FIT57499,57499,10/06/2017 11:34:39,
FIT57494,57494,10/06/2017 10:58:55,
FIT57493,57493,10/06/2017 10:56:12,
FIT57486,57486,10/06/2017 09:52:40,
MFIT57482,57482,10/06/2017 07:53:07,
FIT57471,57471,10/06/2017 01:52:45,
FIT57469,57469,09/06/2017 23:55:04,
MFIT57467,57467,09/06/2017 23:04:13,
FIT57465,57465,09/06/2017 22:38:49,
FIT57464,57464,09/06/2017 21:51:48,
FIT57436,57436,09/06/2017 17:17:38,
FIT57427,57427,09/06/2017 16:51:55,
FIT57432,57432,09/06/2017 16:49:59,
MFIT57431,57431,09/06/2017 16:47:48,
MFIT57414,57414,09/06/2017 15:24:25,
FIT57421,57421,09/06/2017 15:23:35,
FIT57408,57408,09/06/2017 14:14:04,
FIT57401,57401,09/06/2017 12:30:05,
FIT57395,57395,09/06/2017 11:15:57,
FIT57394,57394,09/06/2017 11:12:07,
FIT57393,57393,09/06/2017 11:08:09,
Fit57268,57268,09/06/2017 08:28:33,
FIT57379,57379,09/06/2017 08:23:04,
MFIT57368,57368,08/06/2017 23:21:44,
FIT57362,57362,08/06/2017 22:31:29,
FIT57361,57361,08/06/2017 22:24:33,
FIT57353,57353,08/06/2017 20:33:51,
FIT57352,57352,08/06/2017 20:22:53,
FIT57341,57341,08/06/2017 19:25:48,
MFIT57339,57339,08/06/2017 19:21:59,
MFIT57335,57335,08/06/2017 18:45:22,
MFIT57332,57332,08/06/2017 18:14:54,
FIT57321,57321,08/06/2017 16:48:16,
FIT57311,57311,08/06/2017 15:57:55,
FIT57312,57312,08/06/2017 15:41:09,
MFIT57309,57309,08/06/2017 15:11:20,
MFIT57288,57288,08/06/2017 12:08:08,
FIT57287,57287,08/06/2017 11:49:49,
FIT57266,57266,08/06/2017 01:34:58,
FIT57264,57264,08/06/2017 00:44:03,
FIT57258,57258,07/06/2017 23:19:43,
FIT57255,57255,07/06/2017 22:56:33,
FIT57253,57253,07/06/2017 22:56:14,
FIT57248,57248,07/06/2017 21:42:33,
MFIT57243,57243,07/06/2017 20:24:57,
FIT57236,57236,07/06/2017 19:54:18,
Fit53870,53870,07/06/2017 19:08:57,
MFIT57228,57228,07/06/2017 18:46:57,
FIT57226,57226,07/06/2017 18:02:14,
FIT57221,57221,07/06/2017 17:25:08,
FIT57220,57220,07/06/2017 17:20:15,
MFIT57215,57215,07/06/2017 16:35:38,
FIT57214,57214,07/06/2017 16:32:25,
FIT57204,57204,07/06/2017 15:36:47,
FIT57200,57200,07/06/2017 15:10:01,
FIT57196,57196,07/06/2017 15:02:04,
MFIT57192,57192,07/06/2017 14:14:40,
FIT57182,57182,07/06/2017 12:50:03,
FIT57178,57178,07/06/2017 12:37:43,
FIT57171,57171,07/06/2017 11:14:23,
FIT57167,57167,07/06/2017 11:05:52,
MFIT57149,57149,07/06/2017 00:39:42,
FIT55044,55044,06/06/2017 21:00:26,
FIT57138,57138,06/06/2017 20:48:48,
FIT57132,57132,06/06/2017 19:42:48,
FIT57130,57130,06/06/2017 18:31:25,
MFIT57129,57129,06/06/2017 18:24:04,
FIT57116,57116,06/06/2017 16:49:23,
FIT57055,57055,06/06/2017 16:47:44,
FIT57113,57113,06/06/2017 16:40:32,
FIT57112,57112,06/06/2017 16:33:05,
FIT57106,57106,06/06/2017 15:32:45,
FIT56557,56557,06/06/2017 15:00:56,
FIT57098,57098,06/06/2017 14:48:22,
FIT57080,57080,06/06/2017 12:55:41,
FIT57078,57078,06/06/2017 12:26:32,
MFIT57073,57073,06/06/2017 11:59:33,
FIT57072,57072,06/06/2017 11:48:07,
FIT57062,57062,06/06/2017 10:51:14,
MFIT57058,57058,06/06/2017 09:59:35,
MFIT57057,57057,06/06/2017 09:46:30,
FIT57038,57038,05/06/2017 23:54:55,
MFIT57040,57040,05/06/2017 23:53:12,
MFIT57037,57037,05/06/2017 23:32:30,
MFIT57035,57035,05/06/2017 23:27:33,
FIT57027,57027,05/06/2017 22:15:53,
FIT57024,57024,05/06/2017 21:57:20,
Fit56858,56858,05/06/2017 21:49:24,
MFIT57019,57019,05/06/2017 21:26:51,
FIT56954,56954,05/06/2017 20:44:17,
FIT57010,57010,05/06/2017 20:34:55,
FIT56980,56980,05/06/2017 20:10:04,
FIT56982,56982,05/06/2017 20:07:41,
FIT56979,56979,05/06/2017 18:30:22,
MFIT56976,56976,05/06/2017 18:03:00,
MFIT56973,56973,05/06/2017 17:42:51,
FIT56972,56972,05/06/2017 17:35:23,
FIT56969,56969,05/06/2017 17:24:28,
MFIT56959-R1,56959,05/06/2017 16:40:24,Rupay Debit Card
FIT56953,56953,05/06/2017 16:25:55,
FIT56950,56950,05/06/2017 16:11:24,
FIT56948,56948,05/06/2017 16:00:40,
FIT56946,56946,05/06/2017 15:51:07,
MFIT56941,56941,05/06/2017 15:26:18,
FIT56932,56932,05/06/2017 14:48:32,
FIT56926,56926,05/06/2017 14:15:05,
MFIT56921,56921,05/06/2017 13:19:42,
FIT56910,56910,05/06/2017 12:19:21,
FIT56909,56909,05/06/2017 12:16:49,
FIT56575,56575,05/06/2017 12:05:14,
FIT56901,56901,05/06/2017 11:48:48,
FIT56897,56897,05/06/2017 11:12:42,
FIT56895,56895,05/06/2017 10:58:56,
MFIT56892,56892,05/06/2017 10:38:25,
FIT56746,56746,05/06/2017 10:22:11,
FIT56889,56889,05/06/2017 10:11:32,
MFIT56885,56885,05/06/2017 08:54:51,
FIT56874,56874,05/06/2017 00:05:15,
FIT56869,56869,04/06/2017 23:44:12,
MFIT56868,56868,04/06/2017 23:38:41,
MFIT56860,56860,04/06/2017 22:32:50,
FIT56854,56854,04/06/2017 21:15:44,
FIT56852,56852,04/06/2017 20:55:52,
FIT56849,56849,04/06/2017 20:32:34,
MFIT56844,56844,04/06/2017 18:19:00,
MFIT56838,56838,04/06/2017 17:47:29,
MFIT56833,56833,04/06/2017 17:14:50,
FIT56541,56541,04/06/2017 17:07:01,
FIT56829,56829,04/06/2017 16:00:05,
MFIT56826,56826,04/06/2017 15:23:26,
FIT56821,56821,04/06/2017 13:43:10,
FIT56820,56820,04/06/2017 13:35:49,
MFIT56816,56816,04/06/2017 13:07:30,
FIT56813,56813,04/06/2017 12:20:49,
MFIT56808-R1,56808,04/06/2017 10:42:56,
MFIT56804,56804,04/06/2017 10:14:03,
FIT56801,56801,04/06/2017 08:58:41,
FIT55652,55652,04/06/2017 08:06:58,
FIT56793,56793,03/06/2017 23:14:48,
FIT56790,56790,03/06/2017 21:23:39,
FIT56786,56786,03/06/2017 21:16:57,
FIT56780,56780,03/06/2017 20:31:53,
FIT56778,56778,03/06/2017 20:18:10,
MFIT56773,56773,03/06/2017 19:19:41,
FIT56770,56770,03/06/2017 18:58:44,
FIT56769,56769,03/06/2017 18:53:12,
FIT56768,56768,03/06/2017 18:51:40,
FIT56761,56761,03/06/2017 17:22:51,
FIT56758,56758,03/06/2017 16:48:10,
MFIT56754,56754,03/06/2017 16:20:29,
FIT56729,56729,03/06/2017 14:40:02,
FIT56719,56719,03/06/2017 13:05:53,
FIT56716,56716,03/06/2017 12:55:18,
MFIT56705,56705,03/06/2017 12:20:34,
FIT56702,56702,03/06/2017 12:04:19,
FIT56698,56698,03/06/2017 11:26:49,
FIT56691,56691,03/06/2017 11:04:13,
MFIT56676-R1,56676,03/06/2017 08:32:01,
MFIT56675,56675,03/06/2017 07:29:08,
FIT56664,56664,03/06/2017 00:13:15,
FIT56665,56665,03/06/2017 00:12:01,
FIT56658,56658,02/06/2017 22:46:08,
MFIT56656-R7,56656,02/06/2017 22:39:00,
MFIT56657,56657,02/06/2017 22:36:01,
FIT56652,56652,02/06/2017 21:31:50,
MFIT56651-R1,56651,02/06/2017 21:13:48,
FIT56649,56649,02/06/2017 20:52:57,
FIT56648,56648,02/06/2017 20:46:25,
FIT56646,56646,02/06/2017 20:00:18,
FIT56645,56645,02/06/2017 19:56:01,
FIT56643,56643,02/06/2017 19:47:32,
FIT56641,56641,02/06/2017 19:45:44,
FIT56632,56632,02/06/2017 19:03:47,
FIT56630,56630,02/06/2017 18:59:25,
MFIT56629,56629,02/06/2017 18:48:59,
FIT56627,56627,02/06/2017 18:40:02,
FIT56626,56626,02/06/2017 18:33:49,
FIT56624,56624,02/06/2017 18:29:13,
FIT56621,56621,02/06/2017 18:27:17,
FIT56617,56617,02/06/2017 18:08:49,
FIT56615,56615,02/06/2017 18:02:39,
Fit56591,56591,02/06/2017 17:27:37,
FIT56605,56605,02/06/2017 17:12:08,
FIT56603,56603,02/06/2017 17:11:30,
MFIT56600,56600,02/06/2017 16:27:52,
MFIT56599-R1,56599,02/06/2017 16:24:27,
FIT56595,56595,02/06/2017 15:55:44,
MFIT56592,56592,02/06/2017 15:08:06,
FIT56588,56588,02/06/2017 14:30:34,
FIT56563,56563,02/06/2017 12:18:17,
MFIT56571,56571,02/06/2017 12:16:00,
MFIT56568,56568,02/06/2017 12:02:43,
Fit56453,56453,02/06/2017 11:31:19,
FIT56562,56562,02/06/2017 10:46:46,
FIT56498,56498,02/06/2017 09:15:42,
FIT56553,56553,02/06/2017 06:21:23,
FIT56544,56544,02/06/2017 00:04:20,
FIT56543,56543,01/06/2017 23:42:20,
FIT56487,56487,01/06/2017 22:22:30,
FIT56524,56524,01/06/2017 21:51:33,
FIT56523,56523,01/06/2017 21:44:27,
FIT56522,56522,01/06/2017 21:31:08,
FIT56511,56511,01/06/2017 20:45:37,
Fit56454,56454,01/06/2017 20:42:02,
FIT56509,56509,01/06/2017 20:31:21,
FIT56492,56492,01/06/2017 18:41:51,
FIT56485,56485,01/06/2017 18:07:42,
FIT56483,56483,01/06/2017 18:05:20,
FIT56467,56467,01/06/2017 17:21:48,
FIT56476,56476,01/06/2017 17:20:51,
MFIT56471-R1,56471,01/06/2017 17:01:24,
FIT56468,56468,01/06/2017 16:45:17,
MFIT56465,56465,01/06/2017 16:13:12,
FIT56459,56459,01/06/2017 15:53:27,
FIT56450,56450,01/06/2017 15:15:49,
FIT56443,56443,01/06/2017 15:10:38,
FIT56409,56409,01/06/2017 14:03:10,
FIT56414,56414,01/06/2017 12:24:48,
FIT56413,56413,01/06/2017 12:18:16,
FIT55936,55936,01/06/2017 11:07:42,
MFIT56404,56404,01/06/2017 11:02:06,
Fit56395,56395,01/06/2017 09:38:24,
FIT56399,56399,01/06/2017 08:14:26,
MFIT56398,56398,01/06/2017 08:01:45,
FIT56397,56397,01/06/2017 06:52:19,
MFIT56396,56396,01/06/2017 06:35:58,
MFIT56395,56395,01/06/2017 06:27:32,
MFIT56386,56386,31/05/2017 23:45:03,
FIT56388,56388,31/05/2017 23:42:21,
FIT56385,56385,31/05/2017 23:34:04,
MFIT56384,56384,31/05/2017 23:33:06,
MFIT56358,56358,31/05/2017 23:12:43,
MFIT56382,56382,31/05/2017 23:05:31,
MFIT56380,56380,31/05/2017 22:45:29,
MFIT56378,56378,31/05/2017 22:38:15,
FIT56379,56379,31/05/2017 22:37:59,
FIT56377,56377,31/05/2017 22:34:12,
MFIT56376,56376,31/05/2017 22:28:34,
FIT56375,56375,31/05/2017 22:19:34,
MFIT56374,56374,31/05/2017 22:16:13,
FIT56373,56373,31/05/2017 21:57:11,
FIT56366,56366,31/05/2017 21:17:10,
FIT56354,56354,31/05/2017 20:37:34,
MFIT56353,56353,31/05/2017 20:36:13,
MFIT56351-R1,56351,31/05/2017 20:31:26,
MFIT56339,56339,31/05/2017 20:06:39,
FIT56337,56337,31/05/2017 19:57:01,
MFIT56331,56331,31/05/2017 19:21:53,
MFIT56330,56330,31/05/2017 19:00:33,
FIT56322,56322,31/05/2017 18:07:27,
MFIT56321-R1,56321,31/05/2017 17:58:57,
FIT56317,56317,31/05/2017 17:39:57,
MFIT56306,56306,31/05/2017 17:14:02,
MFIT56305,56305,31/05/2017 17:04:19,
FIT56301,56301,31/05/2017 16:50:04,
FIT56266,56266,31/05/2017 16:41:36,
FIT56295,56295,31/05/2017 16:26:19,
FIT56291,56291,31/05/2017 16:18:29,
FIT56288,56288,31/05/2017 16:08:04,
MFIT56286,56286,31/05/2017 15:46:27,
FIT56281,56281,31/05/2017 15:22:22,
FIT56280,56280,31/05/2017 15:13:12,
MFIT56279,56279,31/05/2017 15:08:10,
FIT56274,56274,31/05/2017 14:50:44,
MFIT56272,56272,31/05/2017 14:49:32,
FIT56260,56260,31/05/2017 14:22:31,
FIT56258,56258,31/05/2017 14:18:30,
FIT56235,56235,31/05/2017 12:15:42,
FIT56234,56234,31/05/2017 12:14:14,
FIT56224,56224,31/05/2017 11:37:58,
FIT56221,56221,31/05/2017 10:47:28,
MFIT56217,56217,31/05/2017 09:35:58,
MFIT56214,56214,31/05/2017 09:21:54,
FIT56185,56185,31/05/2017 08:31:31,
MFIT56206,56206,31/05/2017 06:49:01,
MFIT56201,56201,31/05/2017 01:48:50,
MFIT56198,56198,31/05/2017 01:39:41,
FIT56196,56196,31/05/2017 01:05:43,
FIT56190,56190,31/05/2017 00:00:42,
FIT56186,56186,30/05/2017 23:18:24,
FIT56168,56168,30/05/2017 23:08:52,
MFIT56182-R1,56182,30/05/2017 22:42:33,
FIT55683,55683,30/05/2017 20:20:52,
FIT56136,56136,30/05/2017 20:09:04,
MFIT56162,56162,30/05/2017 19:48:00,
MFIT56154,56154,30/05/2017 19:00:23,
FIT56150,56150,30/05/2017 18:42:30,
MFIT56149,56149,30/05/2017 18:31:39,
FIT56144,56144,30/05/2017 18:19:30,
MFIT56140,56140,30/05/2017 18:09:16,
FIT56128,56128,30/05/2017 17:32:58,
FIT56078,56078,30/05/2017 17:13:58,
MFIT56124-R1,56124,30/05/2017 16:03:43,
FIT56113,56113,30/05/2017 15:03:25,
MFIT56111,56111,30/05/2017 14:53:22,
MFIT56107,56107,30/05/2017 14:43:23,
FIT56099,56099,30/05/2017 14:37:19,
FIT56098,56098,30/05/2017 13:22:57,
FIT56088,56088,30/05/2017 12:38:47,
FIT56029,56029,30/05/2017 12:29:22,
FIT56082,56082,30/05/2017 12:02:33,
FIT56079,56079,30/05/2017 11:58:41,
FIT56076,56076,30/05/2017 11:35:14,
MFIT56072,56072,30/05/2017 11:28:49,
FIT56070,56070,30/05/2017 11:03:43,
FIT56068,56068,30/05/2017 10:59:20,
FIT56067,56067,30/05/2017 10:49:35,
FIT56061,56061,30/05/2017 09:23:14,
FIT56059,56059,30/05/2017 08:10:32,
MFIT56052,56052,29/05/2017 23:59:05,
Fit54938,54938,29/05/2017 23:47:56,
Fit55957,55957,29/05/2017 22:52:24,
FIT55290,55290,29/05/2017 22:46:58,
FIT56046,56046,29/05/2017 22:35:51,
MFIT56043,56043,29/05/2017 22:10:47,
FIT55960,55960,29/05/2017 19:42:57,
FIT56031,56031,29/05/2017 19:23:05,
FIT56026,56026,29/05/2017 19:13:58,
MFIT56020,56020,29/05/2017 18:49:31,
FIT55918,55918,29/05/2017 18:29:12,
FIT56015,56015,29/05/2017 18:16:23,
MFIT55997,55997,29/05/2017 17:24:15,
MFIT55987,55987,29/05/2017 17:02:43,Visa Debit Cards (All Banks)
FIT55961,55961,29/05/2017 16:31:38,
